时间戳：2024年05月09日10:39:40 股票代码：600990           item         value
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            4381600
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481346
25          金额                                       1132178121.0
26          换手                                              17.89
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252762

时间戳：2024年05月09日14:44:17 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            4382300
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481346
25          金额                                       1132178121.0
26          换手                                              17.89
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252762

时间戳：2024年05月09日14:44:22 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            4368000
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481489
25          金额                                       1132534048.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252905

时间戳：2024年05月09日14:44:27 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            4367900
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481496
25          金额                                       1132551471.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252912

时间戳：2024年05月09日14:44:32 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            4366800
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481496
25          金额                                       1132551471.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252912

时间戳：2024年05月09日14:44:37 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            4366100
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481502
25          金额                                       1132566405.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252918

时间戳：2024年05月09日14:44:42 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3869500
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481502
25          金额                                       1132566405.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252918

时间戳：2024年05月09日14:44:47 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3866400
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481532
25          金额                                       1132641075.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252948

时间戳：2024年05月09日14:44:52 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3852700
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481532
25          金额                                       1132641075.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252948

时间戳：2024年05月09日14:44:57 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3852500
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481532
25          金额                                       1132641075.0
26          换手                                               17.9
27          量比                                               2.77
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252948

时间戳：2024年05月09日14:45:02 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3854800
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481534
25          金额                                       1132646053.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252950

时间戳：2024年05月09日14:45:08 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3850800
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481560
25          金额                                       1132710767.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             252976

时间戳：2024年05月09日14:45:13 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3848300
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481587
25          金额                                       1132777223.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             253003

时间戳：2024年05月09日14:45:18 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3849000
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481587
25          金额                                       1132777223.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             253003

时间戳：2024年05月09日14:45:23 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3853000
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481594
25          金额                                       1132794646.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             253010

时间戳：2024年05月09日14:45:28 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3852900
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481602
25          金额                                       1132815081.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             253018

时间戳：2024年05月09日14:45:33 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3851200
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481612
25          金额                                       1132839971.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             253028

时间戳：2024年05月09日14:45:38 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            3848800
12       buy_2                                              24.88
13   buy_2_vol                                               7200
14       buy_3                                              24.87
15   buy_3_vol                                                100
16       buy_4                                               24.8
17   buy_4_vol                                              19500
18       buy_5                                              24.79
19   buy_5_vol                                                400
20          最新                                              24.89
21          均价                                              23.52
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             481618
25          金额                                       1132854905.0
26          换手                                               17.9
27          量比                                               2.75
28          最高                                              24.89
