时间戳：2024年05月09日10:39:40 股票代码：600990           item         value
24          总手                                             476253
25          金额                                       1119501295.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247669

时间戳：2024年05月09日14:12:24 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6263500
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2600
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476254
25          金额                                       1119504531.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247671

时间戳：2024年05月09日14:12:29 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6310600
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2600
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476259
25          金额                                       1119516976.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247676

时间戳：2024年05月09日14:12:34 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6310700
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476259
25          金额                                       1119516976.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247676

时间戳：2024年05月09日14:12:39 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6308600
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476285
25          金额                                       1119581690.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247702

时间戳：2024年05月09日14:12:44 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6308800
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476285
25          金额                                       1119581690.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247702

时间戳：2024年05月09日14:12:49 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6309000
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476286
25          金额                                       1119584179.0
26          换手                                               17.7
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247703

时间戳：2024年05月09日14:12:54 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6324300
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476309
25          金额                                       1119641426.0
26          换手                                              17.71
27          量比                                               3.19
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247726

时间戳：2024年05月09日14:12:59 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6314500
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476349
25          金额                                       1119740986.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247766

时间戳：2024年05月09日14:13:04 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6313800
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476350
25          金额                                       1119743475.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247767

时间戳：2024年05月09日14:13:09 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6272500
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476350
25          金额                                       1119743475.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247767

时间戳：2024年05月09日14:13:14 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6265100
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476361
25          金额                                       1119770854.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247778

时间戳：2024年05月09日14:13:19 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6267000
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476367
25          金额                                       1119785788.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247784

时间戳：2024年05月09日14:13:24 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6266500
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476368
25          金额                                       1119787281.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247784

时间戳：2024年05月09日14:13:29 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6258600
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476444
25          金额                                       1119976445.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247860

时间戳：2024年05月09日14:13:34 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6256700
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476449
25          金额                                       1119988890.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247865

时间戳：2024年05月09日14:13:40 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6257700
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476449
25          金额                                       1119988890.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247865

时间戳：2024年05月09日14:13:45 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
6       sell_2                                                  -
7   sell_2_vol  ----------------------------------------------...
8       sell_1                                                  -
9   sell_1_vol  ----------------------------------------------...
10       buy_1                                              24.89
11   buy_1_vol                                            6253000
12       buy_2                                              24.88
13   buy_2_vol                                               4200
14       buy_3                                               24.8
15   buy_3_vol                                               2100
16       buy_4                                              24.74
17   buy_4_vol                                                200
18       buy_5                                              24.73
19   buy_5_vol                                               5000
20          最新                                              24.89
21          均价                                              23.51
22          涨幅                                               9.99
23          涨跌                                               2.26
24          总手                                             476451
25          金额                                       1119993868.0
26          换手                                              17.71
27          量比                                               3.17
28          最高                                              24.89
29          最低                                              21.85
30          今开                                              21.89
31          昨收                                              22.63
32          涨停                                              24.89
33          跌停                                              20.37
34          外盘                                             228583
35          内盘                                             247867

时间戳：2024年05月09日14:13:50 股票代码：600990           item                                              value
0       sell_5                                                  -
1   sell_5_vol  ----------------------------------------------...
2       sell_4                                                  -
3   sell_4_vol  ----------------------------------------------...
4       sell_3                                                  -
5   sell_3_vol  ----------------------------------------------...
